Id,Label,kind,primaryType,types,url,dateAdded,dateRemoved,members,tradeable,equipable,indegree,outdegree,weightedIndegree,weightedOutdegree,pageLinkIndegree,pageLinkOutdegree,pageRank,pageLinkPageRank
"page:fallen tree","Fallen tree","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fallen_tree","2001-08-13",,"false",,,0,11,0,12,0,4,0.00008884151385506988,0.00007764845047308417
"page:family crest","Family Crest","page","quest","quest","https://oldschool.runescape.wiki/w/Family_Crest","2002-04-09",,"true",,,24,37,94,114.5,24,32,0.0002894229700968931,0.0003226108630916482
"page:family crest (item)","Family crest (item)","page","item","item","https://oldschool.runescape.wiki/w/Family_crest_(item)","2002-04-09",,"true","false","false",5,29,5,72,5,19,0.00009660363917636433,0.00008583173421833653
"page:fancy clothes store","Fancy Clothes Store","page","shop","shop","https://oldschool.runescape.wiki/w/Fancy_Clothes_Store","2002-10-23",,"true",,,3,12,12,14,3,8,0.00012079498655801452,0.00011533727755656262
"page:fanfare","Fanfare","page","music","music","https://oldschool.runescape.wiki/w/Fanfare","2004-03-15",,"false",,,2,13,5,24,2,7,0.00010141535107916543,0.00008974355099625804
"page:fanfare 2","Fanfare 2","page","music","music","https://oldschool.runescape.wiki/w/Fanfare_2","2004-03-15",,"true",,,0,9,0,6,0,3,0.00008884151385506988,0.00007764845047308417
"page:fanfare 3","Fanfare 3","page","music","music","https://oldschool.runescape.wiki/w/Fanfare_3","2004-03-15",,"true",,,1,7,5,5,1,3,0.0001153359813880542,0.00010585694565992431
"page:farmer","Farmer","page","monster","monster","https://oldschool.runescape.wiki/w/Farmer","2001-01-04",,"false",,,8,19,14,12.5,8,6,0.00019195105199106878,0.00029223450319246805
"category:allotment seed drop table monsters","Allotment seed drop table monsters","category",,,,,,,,,1,0,0.5,0,0,0,0.00009536784962276102,0.00007764845047308417
"page:farmer (misthalin)","Farmer (Misthalin)","page","npc","npc","https://oldschool.runescape.wiki/w/Farmer_(Misthalin)","2001-01-04",,"false",,,0,13,0,19,0,5,0.00008884151385506988,0.00007764845047308417
"page:farmer brumty","Farmer Brumty","page","npc","npc","https://oldschool.runescape.wiki/w/Farmer_Brumty","2002-08-15",,"true",,,26,19,29,24,26,12,0.00017326898933991974,0.00018074394902899474
"page:farmer's fork","Farmer's fork","page","item","item","https://oldschool.runescape.wiki/w/Farmer's_fork","2004-03-29",,"false","false","false",19,11,19,11.5,19,3,0.0002025875335441825,0.0002933745854301155
"page:fat tony","Fat Tony","page","npc","npc","https://oldschool.runescape.wiki/w/Fat_Tony","2002-02-27",,"false",,,5,15,12,21.5,5,8,0.00011326162976041637,0.00010353696600706505
"page:father aereck","Father Aereck","page","npc","npc","https://oldschool.runescape.wiki/w/Father_Aereck","2001-01-04",,"false",,,19,14,29,10,19,3,0.00022716041436994527,0.00040359991263846364
"page:father lawrence","Father Lawrence","page","npc","npc","https://oldschool.runescape.wiki/w/Father_Lawrence","2001-01-04",,"false",,,5,18,8,18,5,9,0.00012321406783661172,0.00012075854045179519
"page:father urhney","Father Urhney","page","npc","npc","https://oldschool.runescape.wiki/w/Father_Urhney","2001-01-04",,"false",,,15,11,47,8,15,2,0.00028177558349562053,0.0003901983261900101
"category:2018 halloween event","2018 Halloween event","category",,,,,,,,,2,0,1,0,0,0,0.00010837184478685254,0.00007764845047308417
"page:feather","feather","page","item","item|monster","https://oldschool.runescape.wiki/w/Feather","2001-06-11",,"false","true","false",56,22,125,18.5,52,6,0.0006631909157901762,0.0009719597572921033
"category:feathers","Feathers","category",,,,,,,,,4,0,2,0,0,0,0.00011007824936602204,0.00007764845047308417
"category:bird houses","Bird houses","category",,,,,,,,,1,0,0.5,0,0,0,0.00010407698083941052,0.00007764845047308417
"category:fishing","Fishing","category",,,,,,,,,31,0,15.5,0,0,0,0.00022051340591938142,0.00007764845047308417
"page:feldip hills","Feldip Hills","page","location","location","https://oldschool.runescape.wiki/w/Feldip_Hills","2003-05-07",,,,,40,9,157,12.5,38,4,0.0008292869224365163,0.001092402917580913
"category:feldip hills","Feldip Hills","category",,,,,,,,,1,0,0.5,0,0,0,0.00011703726921785066,0.00007764845047308417
"category:terrain","Terrain","category",,,,,,,,,10,0,5,0,0,0,0.00014256946643596358,0.00007764845047308417
"page:female slave","Female slave","page","npc","npc","https://oldschool.runescape.wiki/w/Female_slave","2004-03-29",,"true",,,22,16,25,21,22,9,0.000162225253878781,0.00016414544693663834
"page:femi","Femi","page","npc","npc","https://oldschool.runescape.wiki/w/Femi","2002-12-12",,"true",,,31,16,38,16,31,7,0.00026504663853078766,0.00030904801603589714
"page:fence (biohazard)","Fence (Biohazard)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fence_(Biohazard)","2004-03-29",,"true",,,0,15,0,23.5,0,9,0.00008884151385506988,0.00007764845047308417
"action:squeeze-through","Squeeze-through","action",,,,,,,,,7,0,14,0,0,0,0.00015379943646066653,0.00007764845047308417
"page:fern (scenery)","Fern (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fern_(scenery)","2001-01-04",,"false",,,0,15,0,17.5,0,3,0.00008884151385506988,0.00007764845047308417
"page:fernahei","Fernahei","page","npc","npc","https://oldschool.runescape.wiki/w/Fernahei","2003-01-27",,"true",,,11,11,18,13.5,11,4,0.00017405317616841077,0.00017725775634861183
"page:fernahei's fishing hut.","Fernahei's Fishing Hut.","page","shop","shop","https://oldschool.runescape.wiki/w/Fernahei's_Fishing_Hut.","2003-01-27",,"true",,,8,13,8,18,8,9,0.00011703967229563874,0.0001094506173539067
"page:fertile soil (scenery)","Fertile Soil (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fertile_Soil_(scenery)","2003-08-20",,"true",,,0,11,0,9.5,0,5,0.00008884151385506988,0.00007764845047308417
"page:fidelio","Fidelio","page","npc","npc","https://oldschool.runescape.wiki/w/Fidelio","2004-06-29",,"true",,,2,14,9,20,2,6,0.0001165818232833173,0.00010464893445132766
"page:fight arena","Fight Arena","page","quest","quest","https://oldschool.runescape.wiki/w/Fight_Arena","2002-07-23",,"true",,,42,14,169,47,42,10,0.000668892994841312,0.0007461814980622668
"page:fight arena (location)","Fight Arena (location)","page","location","location","https://oldschool.runescape.wiki/w/Fight_Arena_(location)","2002-07-23",,"true",,,43,12,170,18.5,43,7,0.0005578601676796669,0.0005789298565558068
"page:fight arena bar","Fight Arena Bar","page","shop","shop","https://oldschool.runescape.wiki/w/Fight_Arena_Bar","2002-07-23",,"true",,,2,13,9,30.5,2,8,0.00010648547146679881,0.0000956126635658275
"page:fight arena mine","Fight Arena mine","page","location","location","https://oldschool.runescape.wiki/w/Fight_Arena_mine","2002-07-23",,"true",,,1,17,1,20.5,1,12,0.00009105810067913997,0.00007978273811875964
"page:filled recess","Filled Recess","page","scenery","scenery","https://oldschool.runescape.wiki/w/Filled_Recess","2004-03-09",,"true",,,3,11,12,9.5,3,5,0.0001388176602631581,0.00014421585185656118
"page:filliman tarlock","Filliman Tarlock","page","npc","npc","https://oldschool.runescape.wiki/w/Filliman_Tarlock","2004-07-13",,"true",,,21,15,46,15,21,6,0.00027032621771812856,0.0003200681179436211
"category:a night at the theatre","A Night at the Theatre","category",,,,,,,,,1,0,0.5,0,0,0,0.00009650075669040428,0.00007764845047308417
"page:financial advisor","Financial Advisor","page","npc","npc","https://oldschool.runescape.wiki/w/Financial_Advisor","2004-03-29","2018-10-18","false",,,15,10,15,10,15,4,0.00016053141540729808,0.00018317219509322678
"page:fine fashions","Fine Fashions","page","shop","shop","https://oldschool.runescape.wiki/w/Fine_Fashions","2002-12-12",,"true",,,2,14,9,12,2,10,0.00010655372110011485,0.00009741107662136184
"page:fingernails","Fingernails","page","item","item","https://oldschool.runescape.wiki/w/Fingernails","2003-05-07",,"true","false","false",28,10,28,11,28,3,0.00019399904162934676,0.00021469978688394776
"page:fionella","Fionella","page","npc","npc","https://oldschool.runescape.wiki/w/Fionella","2003-08-20",,"true",,,10,11,17,10.5,10,4,0.00016298361162636962,0.00016453164666154513
"page:fire","fire","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fire","2001-01-04",,"false",,,33,13,131.5,13,32,4,0.00034067538266806057,0.0003975081792446463
"category:incomplete without reason","Incomplete without reason","category",,,,,,,,,3,0,1.5,0,0,0,0.0001071941371225639,0.00007764845047308417
"page:fire (goblin settlement)","Fire (Goblin Settlement)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fire_(Goblin_Settlement)","2003-03-17",,"true",,,0,5,0,4,0,0,0.00008884151385506988,0.00007764845047308417
"page:fire altar","Fire Altar","page","location","location|scenery","https://oldschool.runescape.wiki/w/Fire_Altar","2004-03-29",,"false",,,8,12,30,14,7,5,0.00018474881731053862,0.00018688808433990135
"page:fire battlestaff","Fire battlestaff","page","item","item|monster","https://oldschool.runescape.wiki/w/Fire_battlestaff","2002-03-18",,"true","true","true",8,30,14,41.5,8,8,0.00012393976292655108,0.00012901791568917156
"page:fire blast","Fire Blast","page","spell","spell","https://oldschool.runescape.wiki/w/Fire_Blast","2001-05-24",,"false",,,9,7,12,5,9,3,0.00013597998854944146,0.00013393388112308637
"page:fire bolt","Fire Bolt","page","spell","spell","https://oldschool.runescape.wiki/w/Fire_Bolt","2001-05-24",,"false",,,13,7,13,5,13,3,0.0001448466543999018,0.0001365485902268932
"page:fire elemental","Fire elemental","page","monster","monster","https://oldschool.runescape.wiki/w/Fire_elemental","2004-06-02",,"true",,,8,19,14,23,8,9,0.00011478027855542021,0.00010340786631686747
"category:smoke dungeon","Smoke Dungeon","category",,,,,,,,,2,0,1,0,0,0,0.00009524863064634873,0.00007764845047308417
"page:fire feather","Fire feather","page","item","item|monster","https://oldschool.runescape.wiki/w/Fire_feather","2002-02-27",,"true","false","false",4,15,4,13.5,4,3,0.00009828216421949256,0.00008893630237777147
"page:fire giant","Fire Giant","page","monster","monster","https://oldschool.runescape.wiki/w/Fire_giant","2002-05-08",,"true",,,6,20,26,14.5,6,3,0.00014623426939037938,0.00018020663818917233
"category:waterfall dungeon","Waterfall Dungeon","category",,,,,,,,,5,0,2.5,0,0,0,0.0001011096345156377,0.00007764845047308417
"page:fire orb","Fire orb","page","item","item|monster","https://oldschool.runescape.wiki/w/Fire_orb","2002-03-18",,"true","true","false",11,26,17,42,11,14,0.00018669525512912243,0.0002210118470079434
"page:fire rune","Fire rune","page","item","item|monster","https://oldschool.runescape.wiki/w/Fire_rune","2001-01-04",,"false","true","false",82,17,136,14.5,70,3,0.000663055674907516,0.0007251398089230729
"page:fire strike","Fire Strike","page","spell","spell","https://oldschool.runescape.wiki/w/Fire_Strike","2001-05-24",,"false",,,22,7,41,5,22,3,0.00021771956610198363,0.00021213842796398403
"page:fire talisman","Fire talisman","page","item","item|monster","https://oldschool.runescape.wiki/w/Fire_talisman","2004-03-29",,"false","true","false",8,15,8,21.5,8,4,0.00012208911115161572,0.0001226761949320275
"page:fire wall","Fire wall","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fire_Wall","2004-03-09",,"true",,,2,12,8,11.5,2,5,0.00010213823009051144,0.00009123565918258143
"action:touch","Touch","action",,,,,,,,,2,0,4,0,0,0,0.00010974907695164042,0.00007764845047308417
"page:fire warrior of lesarkus","Fire Warrior of Lesarkus","page","monster","monster","https://oldschool.runescape.wiki/w/Fire_Warrior_of_Lesarkus","2002-06-17",,"true",,,12,11,23,7.5,12,4,0.00015397331382038974,0.00016225920973054027
"page:fire wave","Fire Wave","page","spell","spell","https://oldschool.runescape.wiki/w/Fire_Wave","2002-03-18",,"true",,,5,7,5,5,5,3,0.00011130315204296447,0.0001019391872988105
"page:firemaking","Firemaking","page","skill","skill","https://oldschool.runescape.wiki/w/Firemaking","2001-01-04",,"false",,,30,5,78,6.5,29,2,0.00043095527448666637,0.0006004243194907401
"page:firemaking level up!","Firemaking Level Up!","page","music","music","https://oldschool.runescape.wiki/w/Firemaking_Level_Up!","2004-03-29",,"false",,,0,9,0,9.5,0,4,0.00008884151385506988,0.00007764845047308417
"page:firemaking level up! (unlocks)","Firemaking Level Up! (Unlocks)","page","music","music","https://oldschool.runescape.wiki/w/Firemaking_Level_Up!_(Unlocks)","2004-03-29",,"false",,,0,8,0,5.5,0,3,0.00008884151385506988,0.00007764845047308417
"page:firework","Firework","page","item","item","https://oldschool.runescape.wiki/w/Firework","2004-07-27",,"true","false","false",17,12,17,12.5,17,4,0.0001850684976743006,0.00025000548422610163
"page:fish food","Fish food","page","item","item","https://oldschool.runescape.wiki/w/Fish_food","2001-01-21",,"false","true","false",12,12,20,15,11,3,0.00012952202815188067,0.00011510571877567215
"category:pet fish","Pet Fish","category",,,,,,,,,4,0,2,0,0,0,0.00009640760652340423,0.00007764845047308417
"page:fisher realm","Fisher Realm","page","location","location","https://oldschool.runescape.wiki/w/Fisher_Realm","2002-07-23",,"true",,,27,15,96,30,27,9,0.0003988132328654778,0.00043752775080597463
"page:fisherman (fishing platform)","Fisherman (Fishing Platform)","page","npc","npc","https://oldschool.runescape.wiki/w/Fisherman_(Fishing_Platform)","2002-09-09",,"true",,,0,11,0,9.5,0,5,0.00008884151385506988,0.00007764845047308417
"page:fisherman (holy grail)","Fisherman (Holy Grail)","page","npc","npc","https://oldschool.runescape.wiki/w/Fisherman_(Holy_Grail)","2002-07-23",,"true",,,13,13,13,18.5,13,7,0.0001264231166991162,0.00012342535951215245
"page:fishing","fishing","page","skill","skill","https://oldschool.runescape.wiki/w/Fishing","2001-06-11",,"false",,,93,7,255,11,93,3,0.0012660822152671058,0.0017168004421156883
"page:fishing (music track)","Fishing (music track)","page","music","music","https://oldschool.runescape.wiki/w/Fishing_(music_track)","2004-03-15",,"true",,,1,12,4,28,1,8,0.00010002896374794332,0.00008820863976235273
"page:fishing bait","Fishing bait","page","item","item|monster","https://oldschool.runescape.wiki/w/Fishing_bait","2001-06-11",,"false","true","false",24,14,58,13,24,3,0.00028158879916517136,0.00033037671541915204
"page:fishing contest","Fishing Contest","page","quest","quest","https://oldschool.runescape.wiki/w/Fishing_Contest","2002-05-28",,"true",,,45,10,156,25,45,6,0.0006124359922851084,0.0007254492605010904
"page:fishing guild","Fishing Guild","page","location","location","https://oldschool.runescape.wiki/w/Fishing_Guild","2002-06-17",,"true",,,32,16,121,25,32,8,0.00045990542506709083,0.0004769421764120641
"category:fishing guild","Fishing Guild","category",,,,,,,,,4,0,2,0,0,0,0.00010065143827762536,0.00007764845047308417
"page:fishing guild bank","Fishing Guild bank","page","location","location","https://oldschool.runescape.wiki/w/Fishing_Guild_bank","2004-03-29",,"true",,,0,14,0,19,0,10,0.00008884151385506988,0.00007764845047308417
"page:fishing guild shop.","Fishing Guild Shop.","page","shop","shop","https://oldschool.runescape.wiki/w/Fishing_Guild_Shop.","2002-06-17",,"true",,,1,16,5,30,1,12,0.00009840041091543642,0.00008764862972428546
"page:fishing level up!","Fishing Level Up!","page","music","music","https://oldschool.runescape.wiki/w/Fishing_Level_Up!","2004-03-29",,"false",,,0,8,0,5.5,0,3,0.00008884151385506988,0.00007764845047308417
"page:fishing level up! (unlocks)","Fishing Level Up! (Unlocks)","page","music","music","https://oldschool.runescape.wiki/w/Fishing_Level_Up!_(Unlocks)","2004-03-29",,"false",,,0,9,0,9.5,0,4,0.00008884151385506988,0.00007764845047308417
"page:fishing pass","Fishing pass","page","item","item","https://oldschool.runescape.wiki/w/Fishing_pass","2002-05-28",,"true","false","false",11,15,14,23,11,8,0.0001294166334390747,0.00012507154356778292
"page:fishing platform","Fishing Platform","page","location","location","https://oldschool.runescape.wiki/w/Fishing_Platform","2002-09-09",,"true",,,8,12,31,10,7,8,0.00019243003360966691,0.00019216490844424337
"page:fishing potion","fishing potion","page","item","item|monster","https://oldschool.runescape.wiki/w/Fishing_potion","2002-02-27",,"true","true","false",2,21,8,25,2,3,0.00013009606716936163,0.00014900299168786138
"category:fishing boosting items","Fishing boosting items","category",,,,,,,,,1,0,0.5,0,0,0,0.00009105314699694829,0.00007764845047308417
"page:fishing rod","Fishing rod","page","item","item|monster","https://oldschool.runescape.wiki/w/Fishing_rod","2001-06-11",,"false","true","false",27,17,64,22,26,6,0.0002669437887924912,0.0002981661090516401
"page:fishing spot (big net, harpoon)","Fishing spot (big net, harpoon)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(big_net%2C_harpoon)","2002-02-27",,"true",,,5,10,20,13,5,4,0.00014022546470331655,0.00013734363565321345
"action:big net/net","Big Net/Net","action",,,,,,,,,1,0,2,0,0,0,0.00010717869000859208,0.00007764845047308417
"action:harpoon","Harpoon","action",,,,,,,,,6,0,10.5,0,0,0,0.0001504721155632986,0.00007764845047308417
"page:fishing spot (cage, harpoon)","Fishing spot (cage, harpoon)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(cage%2C_harpoon)","2001-06-11",,"false",,,4,7,16,7,4,1,0.00014048864565016167,0.00014039253755836336
"action:cage","Cage","action",,,,,,,,,3,0,5.5,0,0,0,0.00012790043734752052,0.00007764845047308417
"page:fishing spot (hemenster)","Fishing spot (Hemenster)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(Hemenster)","2002-05-28",,"true",,,3,10,3,15.5,3,4,0.00010452637249179734,0.00010520305888032301
"action:bait","Bait","action",,,,,,,,,7,0,13,0,0,0,0.00014689646480183866,0.00007764845047308417
"page:fishing spot (lava eel)","Fishing spot (lava eel)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(lava_eel)","2002-02-27",,"true",,,1,8,1,7,1,3,0.00009120136656684788,0.00008018695751377372
"page:fishing spot (small net, bait)","Fishing spot (small net, bait)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(small_net%2C_bait)","2001-06-11",,"false",,,2,10,5,13,2,4,0.00009684736931652231,0.00008592619082315882
"action:small net/net","Small net/Net","action",,,,,,,,,1,0,2,0,0,0,0.00010150616984263186,0.00007764845047308417
"page:fishing spot (tutorial island)","Fishing spot (Tutorial Island)","page","npc","npc","https://oldschool.runescape.wiki/w/Fishing_spot_(Tutorial_Island)","2002-09-24",,"false",,,15,11,18,9.5,15,5,0.00015858737062088567,0.0001689658670111624
"action:fish","Fish","action",,,,,,,,,1,0,2,0,0,0,0.00011722030649252229,0.00007764845047308417
"page:fishing trawler","Fishing Trawler","page","minigame","minigame","https://oldschool.runescape.wiki/w/Fishing_Trawler","2003-07-28",,"true",,,26,15,108,22.5,26,10,0.0004617642164790243,0.0004773917185747735
"category:port khazard","Port Khazard","category",,,,,,,,,6,0,3,0,0,0,0.0001088541588300424,0.00007764845047308417
"page:fishing trophy","Fishing trophy","page","item","item","https://oldschool.runescape.wiki/w/Fishing_trophy","2002-05-28",,"true","false","false",11,15,17,27,11,8,0.00012894973286757438,0.0001248614380138175
"page:fissure","fissure","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fissure","2003-01-27",,"true",,,1,22,4,26.5,1,13,0.00010289086953449233,0.00009524876595519844
"page:flagpole","Flagpole","page","scenery","scenery","https://oldschool.runescape.wiki/w/Flagpole","2004-03-29",,"true",,,0,12,0,20.5,0,4,0.00008884151385506988,0.00007764845047308417
"page:flames of zamorak","Flames of Zamorak","page","spell","spell","https://oldschool.runescape.wiki/w/Flames_of_Zamorak","2003-09-22",,"true",,,11,13,20,15.5,11,6,0.00014577764301205857,0.00015181030408325283
"page:flat rock","Flat rock","page","scenery","scenery","https://oldschool.runescape.wiki/w/Flat_rock","2003-03-03",,"true",,,0,8,0,6.5,0,2,0.00008884151385506988,0.00007764845047308417
"page:flat rock (trap)","Flat rock (trap)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Flat_rock_(trap)","2003-03-03",,"true",,,0,8,0,6.5,0,2,0.00008884151385506988,0.00007764845047308417
"page:flax","flax","page","item","item|monster","https://oldschool.runescape.wiki/w/Flax","2002-03-25",,"true","true","false",5,19,19,20.5,5,7,0.000249177543417889,0.00031901233012405816
"page:flax (plant)","Flax (plant)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Flax_(plant)","2002-03-25",,"true",,,5,9,5,11,5,4,0.00010803187742836886,0.00009976689930284754
"page:fletching","Fletching","page","skill","skill","https://oldschool.runescape.wiki/w/Fletching","2002-03-25",,"true",,,181,10,480,11.5,147,7,0.001435888211867554,0.001977351906659083
"page:fletching level up!","Fletching Level Up!","page","music","music","https://oldschool.runescape.wiki/w/Fletching_Level_Up!","2004-03-29",,"true",,,0,8,0,5.5,0,3,0.00008884151385506988,0.00007764845047308417
"page:fletching level up! (unlocks)","Fletching Level Up! (Unlocks)","page","music","music","https://oldschool.runescape.wiki/w/Fletching_Level_Up!_(Unlocks)","2004-03-29",,"true",,,0,8,0,5.5,0,3,0.00008884151385506988,0.00007764845047308417
"page:flighted ogre arrow","Flighted ogre arrow","page","item","item","https://oldschool.runescape.wiki/w/Flighted_ogre_arrow","2004-05-18",,"true","true","false",19,20,33,33,18,7,0.00016064414613053897,0.0001712152444876053
"page:floor spikes (brimhaven agility arena)","Floor spikes (Brimhaven Agility Arena)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Floor_spikes_(Brimhaven_Agility_Arena)","2004-07-27",,"true",,,2,17,2,28,2,8,0.00009396997948048764,0.00008305289517354211
"page:flour (unobtainable item)","Flour (unobtainable item)","page","item","item","https://oldschool.runescape.wiki/w/Flour_(unobtainable_item)","2001-01-04","2006-06-06","false","false","false",0,12,0,13,0,5,0.00008884151385506988,0.00007764845047308417
"page:flower (original scenery)","Flower (original scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Flower_(original_scenery)","2004-01-01",,"false",,,0,5,0,4,0,0,0.00008884151385506988,0.00007764845047308417
"page:fluffs' kitten","Fluffs' kitten","page","item","item","https://oldschool.runescape.wiki/w/Fluffs'_kitten","2003-07-28",,"true","false","false",8,10,11,8,8,3,0.00012224910397187674,0.00012319687661521857
"page:flute salad","Flute Salad","page","music","music","https://oldschool.runescape.wiki/w/Flute_Salad","2004-03-15",,"false",,,5,12,19,18,5,6,0.00020355046318667515,0.00020369049418188267
"page:fly fishing rod","Fly fishing rod","page","item","item","https://oldschool.runescape.wiki/w/Fly_fishing_rod","2001-06-11",,"false","true","false",12,17,21,26,12,8,0.00017205971348177796,0.00018098512802068643
"page:fly trap","Fly trap","page","npc","npc","https://oldschool.runescape.wiki/w/Fly_trap","2002-02-27",,"true",,,0,14,0,18,0,10,0.00008884151385506988,0.00007764845047308417
"page:flyer","Flyer","page","item","item|monster","https://oldschool.runescape.wiki/w/Flyer","2001-01-04",,"false","true","false",0,11,0,7.5,0,1,0.00008884151385506988,0.00007764845047308417
"page:flying horse inn","Flying Horse Inn","page","shop","shop","https://oldschool.runescape.wiki/w/Flying_Horse_Inn","2002-05-08",,"true",,,5,34,19,61,5,28,0.0001555547693846958,0.00016659862977455337
"page:flynn","Flynn","page","npc","npc","https://oldschool.runescape.wiki/w/Flynn","2001-04-06",,"false",,,15,15,22,27.5,15,8,0.00016914884684458563,0.00017873130712137353
"page:flynn's mace market.","Flynn's Mace Market.","page","shop","shop","https://oldschool.runescape.wiki/w/Flynn's_Mace_Market.","2001-04-06",,"false",,,12,17,12,32,12,13,0.00012095726855448185,0.0001090439440782834
"page:flypaper","flypaper","page","item","item","https://oldschool.runescape.wiki/w/Flypaper","2003-06-09",,"true","false","false",39,15,69,12.5,39,7,0.00030735286337480665,0.0003363945903101653
"page:font (scenery)","Font (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Font_(scenery)","2004-03-29",,"false",,,0,9,0,8,0,4,0.00008884151385506988,0.00007764845047308417
"page:food store","Food Store","page","shop","shop","https://oldschool.runescape.wiki/w/Food_Store","2001-04-06",,"false",,,2,21,9,40,2,17,0.0000990616278549505,0.00008771642754971734
"page:food trough (clock tower)","Food trough (Clock Tower)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Food_trough_(Clock_Tower)","2002-06-17",,"true",,,2,19,5,34.5,2,13,0.00009742279644335348,0.00008611014060871602
"page:food trough (troll stronghold)","Food Trough (Troll Stronghold)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Food_Trough_(Troll_Stronghold)","2004-08-24",,"true",,,0,7,0,9,0,2,0.00008884151385506988,0.00007764845047308417
"page:footprints (the tourist trap)","Footprints (The Tourist Trap)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Footprints_(The_Tourist_Trap)","2003-04-14",,"true",,,0,19,0,28.5,0,12,0.00008884151385506988,0.00007764845047308417
"action:look at","Look at","action",,,,,,,,,5,0,10,0,0,0,0.00010798447594759873,0.00007764845047308417
"page:forbidden","Forbidden","page","music","music","https://oldschool.runescape.wiki/w/Forbidden","2004-05-18",,"false",,,0,7,0,5,0,3,0.00008884151385506988,0.00007764845047308417
"page:foreman","Foreman","page","monster","monster","https://oldschool.runescape.wiki/w/Foreman","2002-12-12",,"true",,,18,13,21,9.5,18,6,0.0001761836116701117,0.0001958905131070191
"page:forester (mcgrubor's wood)","Forester (McGrubor's Wood)","page","npc","npc","https://oldschool.runescape.wiki/w/Forester_(McGrubor's_Wood)","2002-05-28",,"true",,,10,12,13,14.5,10,6,0.00014933757960727692,0.00016302948297792382
"page:forester (woodcutting guild)","Forester (Woodcutting Guild)","page","monster","monster","https://oldschool.runescape.wiki/w/Forester_(Woodcutting_Guild)","2004-03-29",,"true",,,0,11,0,7,0,3,0.00008884151385506988,0.00007764845047308417
"category:woodcutting guild","Woodcutting Guild","category",,,,,,,,,1,0,0.5,0,0,0,0.00009423546291056243,0.00007764845047308417
"category:hosidius","Hosidius","category",,,,,,,,,1,0,0.5,0,0,0,0.00009423546291056243,0.00007764845047308417
"page:forester's arms","Forester's Arms","page","shop","shop","https://oldschool.runescape.wiki/w/Forester's_Arms","2002-03-25",,"true",,,4,26,8,49,4,20,0.00011692167468513933,0.00010845735649859202
"page:forever","Forever","page","music","music","https://oldschool.runescape.wiki/w/Forever","2004-03-15",,"false",,,1,11,5,23,1,7,0.00010234574277031704,0.00009059785841502991
"page:fountain","Fountain","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fountain","2001-01-04",,"false",,,5,16,17,19,5,2,0.0001702142435812354,0.0001891236605943581
"page:fountain (draynor manor)","Fountain (Draynor Manor)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fountain_(Draynor_Manor)","2001-01-21",,"false",,,3,14,9,26.5,3,8,0.00010640401249626431,0.00009708008903936942
"page:fountain (witch's house)","Fountain (witch's house)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fountain_(witch's_house)","2004-03-29",,"true",,,3,13,6,14.5,3,7,0.00012258106893429498,0.00012711263889686933
"page:fountain of heroes","Fountain of Heroes","page","scenery","scenery","https://oldschool.runescape.wiki/w/Fountain_of_Heroes","2002-02-27",,"true",,,2,16,5,22.5,2,7,0.00010845496956991199,0.00009924463672660016
"action:recharge-jewellery","Recharge-jewellery","action",,,,,,,,,4,0,7,0,0,0,0.00010925761355688713,0.00007764845047308417
"page:frank","Frank","page","npc","npc","https://oldschool.runescape.wiki/w/Frank","2003-06-09",,"true",,,32,14,44,12.5,32,8,0.0002488308955721304,0.0002662009644114823
"page:frank's barrel","Frank's barrel","page","scenery","scenery","https://oldschool.runescape.wiki/w/Frank's_barrel","2003-06-09",,"true",,,0,16,0,17.5,0,10,0.00008884151385506988,0.00007764845047308417
"page:frank's print","Frank's print","page","item","item","https://oldschool.runescape.wiki/w/Frank's_print","2003-06-09",,"true","false","false",1,18,4,22,1,11,0.00009476428144541464,0.00008338768378246926
"page:fred the farmer","Fred the Farmer","page","npc","npc","https://oldschool.runescape.wiki/w/Fred_the_Farmer","2001-01-04",,"false",,,13,16,26,16,13,7,0.0002091412858365447,0.0002314121826080018
