Id,Label,kind,primaryType,types,url,dateAdded,dateRemoved,members,tradeable,equipable,indegree,outdegree,weightedIndegree,weightedOutdegree,pageLinkIndegree,pageLinkOutdegree,pageRank,pageLinkPageRank
"page:hallowed sepulchre/gallery","Hallowed Sepulchre/Gallery","page","article","article","https://oldschool.runescape.wiki/w/Hallowed_Sepulchre%2FGallery",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"category:hallowed sepulchre","Hallowed Sepulchre","category",,,,,,,,,2,0,1,0,0,0,0.00005274104047034127,0.00002436271913930712
"page:hallowed sepulchre/strategies","Hallowed Sepulchre/Strategies","page","article","article","https://oldschool.runescape.wiki/w/Hallowed_Sepulchre%2FStrategies",,,,,,1,5,1,4,1,3,0.000027943286262298398,0.000025348826592744212
"page:halloween event","Halloween event","page","event","event","https://oldschool.runescape.wiki/w/Halloween_event",,,,,,13,3,40,2,13,1,0.00009416749811879486,0.00009360735030715684
"category:halloween events","Halloween events","category",,,,,,,,,1,0,0.5,0,0,0,0.000046914414548939364,0.00002436271913930712
"page:halloween mask","Halloween mask","page","article","article","https://oldschool.runescape.wiki/w/Halloween_mask",,,,,,0,6,0,11,0,4,0.00002690382053716503,0.00002436271913930712
"page:hallowvale","Hallowvale","page","location","location","https://oldschool.runescape.wiki/w/Hallowvale",,,,,,33,7,90,11.5,33,4,0.00021622823564134113,0.00022143987832760792
"page:halo","Halo","page","article","article","https://oldschool.runescape.wiki/w/Halo",,,,,,2,1,2,0.5,2,0,0.00002922876091210993,0.000026563345972023446
"page:hamid","Hamid","page","npc","npc","https://oldschool.runescape.wiki/w/Hamid","2004-05-10",,"false",,,13,17,13,35,13,10,0.00003844526970319522,0.000036646672980803274
"page:hammer","Hammer","page","item","item|monster","https://oldschool.runescape.wiki/w/Hammer","2001-01-04",,"false","true","false",307,31,617.5,40.5,227,19,0.00039484092126264314,0.0003409242094314606
"page:hammer (chambers of xeric)","Hammer (Chambers of Xeric)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hammer_(Chambers_of_Xeric)",,,"true",,,0,11,0,16.5,0,7,0.00002690382053716503,0.00002436271913930712
"page:hammerstone","Hammerstone","page","article","article","https://oldschool.runescape.wiki/w/Hammerstone",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:hammock","Hammock","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hammock","2002-12-12",,"true",,,2,16,5,26,2,11,0.00003428067407036957,0.00003126547131336675
"page:hammock (disambiguation)","Hammock (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Hammock_(disambiguation)",,,,,,0,7,0,15.5,0,6,0.00002690382053716503,0.00002436271913930712
"page:hand","Hand","page","article","article","https://oldschool.runescape.wiki/w/Hand",,,,,,0,5,0,10.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:hand holds (brimhaven agility arena)","Hand holds (Brimhaven Agility Arena)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hand_holds_(Brimhaven_Agility_Arena)","2004-07-27",,"true",,,4,23,7,38,4,14,0.000048636199751115476,0.00004602331962743528
"action:climb-across","Climb-across","action",,,,,,,,,1,0,2,0,0,0,0.00002907965047190271,0.00002436271913930712
"page:handegg","Handegg","page","article","article","https://oldschool.runescape.wiki/w/Handegg",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:handelmort mansion","Handelmort Mansion","page","location","location","https://oldschool.runescape.wiki/w/Handelmort_Mansion","2002-04-30",,"true",,,4,24,17,42,4,18,0.000036278544552606384,0.000034366636566901664
"page:handholds","Handholds","page","article","article","https://oldschool.runescape.wiki/w/Handholds",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:handle (disambiguation)","Handle (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Handle_(disambiguation)",,,,,,0,3,0,2.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:hands slot table","Hands slot table","page","article","article","https://oldschool.runescape.wiki/w/Hands_slot_table",,,,,,23,6,29,5.5,23,5,0.000102461232569927,0.00010482645245724757
"page:hands slot table (f2p)","Hands slot table (F2P)","page","article","article","https://oldschool.runescape.wiki/w/Hands_slot_table_(F2P)",,,,,,7,8,7,7.5,7,7,0.00004006262287433719,0.00003687715809594558
"page:hanging banner","Hanging banner","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hanging_banner",,,"false",,,0,17,0,22.5,0,13,0.00002690382053716503,0.00002436271913930712
"page:hanging meat","Hanging meat","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hanging_meat","2004-06-29",,"false",,,0,34,0,63.5,0,26,0.00002690382053716503,0.00002436271913930712
"page:hanging skeleton (interface item)","Hanging skeleton (interface item)","page","item","item","https://oldschool.runescape.wiki/w/Hanging_skeleton_(interface_item)",,,"false","false","false",0,7,0,5.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:hanging wheel","Hanging wheel","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hanging_wheel","2004-03-29",,"false",,,0,24,0,41,0,19,0.00002690382053716503,0.00002436271913930712
"page:hangman (interface item)","Hangman (interface item)","page","item","item","https://oldschool.runescape.wiki/w/Hangman_(interface_item)",,,"false","false","false",0,7,0,5.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:hangover cure","Hangover cure","page","item","item","https://oldschool.runescape.wiki/w/Hangover_cure","2002-08-27",,"true","false","false",20,21,34,51.5,20,12,0.00004173267446535304,0.000039474205208507185
"category:skippy and the mogres","Skippy and the Mogres","category",,,,,,,,,1,0,0.5,0,0,0,0.0000272482163919004,0.00002436271913930712
"page:hannibus","Hannibus","page","article","article","https://oldschool.runescape.wiki/w/Hannibus",,,,,,1,5,1,3.5,1,2,0.000028982751987431764,0.000026433544791525012
"page:hans","Hans","page","npc","npc","https://oldschool.runescape.wiki/w/Hans","2001-01-04",,"false",,,17,23,17,30,17,9,0.00005056781238492515,0.000048585861790493984
"action:age","Age","action",,,,,,,,,1,0,2,0,0,0,0.00002976933003765366,0.00002436271913930712
"page:happy heroes' h'emporium.","Happy Heroes' H'emporium.","page","shop","shop","https://oldschool.runescape.wiki/w/Happy_Heroes'_H'emporium.","2002-02-27",,"true",,,3,20,10,32,3,16,0.000031729016741718194,0.000029428990587940705
"page:hard","Hard","page","article","article","https://oldschool.runescape.wiki/w/Hard",,,,,,0,5,0,10.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:hard diary","Hard Diary","page","article","article","https://oldschool.runescape.wiki/w/Hard_Diary",,,,,,0,5,0,10.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:hard hidey hole (interface item)","Hard hidey hole (interface item)","page","item","item","https://oldschool.runescape.wiki/w/Hard_hidey_hole_(interface_item)",,,"false","false","false",0,7,0,5.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:hard leather","Hard leather","page","item","item|monster","https://oldschool.runescape.wiki/w/Hard_leather","2004-03-29",,"false","true","false",12,32,15,59,12,16,0.00004521515067553704,0.000042954349549626
"page:hard mode","Hard mode","page","article","article","https://oldschool.runescape.wiki/w/Hard_mode",,,,,,0,2,0,4.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:hardcore group ironman armour","Hardcore group ironman armour","page","article","article","https://oldschool.runescape.wiki/w/Hardcore_group_ironman_armour",,,,,,5,3,8,2.5,5,2,0.00004952939399850397,0.000048147141015778364
"page:hardcore ironman armour","Hardcore ironman armour","page","article","article","https://oldschool.runescape.wiki/w/Hardcore_ironman_armour",,,,,,4,4,7,3.5,4,3,0.00003985123639776493,0.00003751725925283723
"page:hardleather body","Hardleather body","page","item","item|monster","https://oldschool.runescape.wiki/w/Hardleather_body","2004-03-29",,"false","true","true",6,28,6,35,6,11,0.000032644199050717174,0.000030124055843575374
"page:hardware beta","Hardware Beta","page","article","article","https://oldschool.runescape.wiki/w/Hardware_Beta",,,,,,0,8,0,23.5,0,7,0.00002690382053716503,0.00002436271913930712
"page:hardwood sapling","Hardwood sapling","page","article","article","https://oldschool.runescape.wiki/w/Hardwood_sapling",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:hardwood seed","Hardwood seed","page","article","article","https://oldschool.runescape.wiki/w/Hardwood_seed",,,,,,1,1,1,0.5,1,0,0.000027677142869422906,0.00002509885122102088
"page:hardwood tree","Hardwood tree","page","article","article","https://oldschool.runescape.wiki/w/Hardwood_tree",,,,,,3,1,6,0.5,3,0,0.00004907908934001019,0.00004636524169412219
"page:haricanto","Haricanto","page","article","article","https://oldschool.runescape.wiki/w/Haricanto",,,,,,1,2,1,1,1,0,0.000027943286262298398,0.000025348826592744212
"page:harmonised","Harmonised","page","article","article","https://oldschool.runescape.wiki/w/Harmonised",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:harmony","Harmony","page","article","article","https://oldschool.runescape.wiki/w/Harmony",,,,,,2,1,2,0.5,2,0,0.00003300201945794745,0.00003027936385992966
"page:harmony (music track)","Harmony (music track)","page","music","music","https://oldschool.runescape.wiki/w/Harmony_(music_track)","2004-03-15",,"false",,,11,16,22,33,11,10,0.00006950935826868916,0.0000674664178260312
"page:harmony 2","Harmony 2","page","music","music","https://oldschool.runescape.wiki/w/Harmony_2","2004-04-01",,"false",,,2,12,2,17,2,6,0.00002924928166054288,0.000026542535615325954
"page:harold","Harold","page","npc","npc","https://oldschool.runescape.wiki/w/Harold","2004-08-09",,"true",,,23,25,44,48,23,18,0.00006726298424038605,0.00006523022165386719
"page:harold (disambiguation)","Harold (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Harold_(disambiguation)",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:harp","Harp","page","article","article","https://oldschool.runescape.wiki/w/Harp",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:harpoon","Harpoon","page","item","item|monster","https://oldschool.runescape.wiki/w/Harpoon","2001-06-11",,"false","true","false",18,28,33,47,18,17,0.000054607367462129695,0.000052302606357862455
"page:harpoon (weapon)","Harpoon (weapon)","page","article","article","https://oldschool.runescape.wiki/w/Harpoon_(weapon)",,,,,,0,14,0,18,0,10,0.00002690382053716503,0.00002436271913930712
"page:harralander","Harralander","page","item","item","https://oldschool.runescape.wiki/w/Harralander","2002-02-27",,"true","true","false",25,23,40,36,24,12,0.00012145110899103587,0.00011991088492778717
"page:harralander potion (unf)","Harralander potion (unf)","page","item","item","https://oldschool.runescape.wiki/w/Harralander_potion_(unf)","2002-02-27",,"true","true","false",26,25,38,47,25,12,0.00007566137252291996,0.00007576764788869665
"page:harry","Harry","page","npc","npc","https://oldschool.runescape.wiki/w/Harry","2002-02-27",,"true",,,2,23,9,39.5,2,14,0.00003036288295021388,0.000027632443853335368
"page:harry's fishing shop.","Harry's Fishing Shop.","page","shop","shop","https://oldschool.runescape.wiki/w/Harry's_Fishing_Shop.","2002-02-27",,"true",,,0,25,0,59.5,0,20,0.00002690382053716503,0.00002436271913930712
"page:hartigen","Hartigen","page","article","article","https://oldschool.runescape.wiki/w/Hartigen",,,,,,1,17,1,28,1,15,0.00002804723283481173,0.000025513177834983726
"page:hartwin prim","Hartwin Prim","page","article","article","https://oldschool.runescape.wiki/w/Hartwin_Prim",,,,,,0,6,0,11,0,4,0.00002690382053716503,0.00002436271913930712
"page:hasta","hasta","page","article","article","https://oldschool.runescape.wiki/w/Hasta",,,,,,8,14,30,24,8,10,0.00006271196971492076,0.00005973132696144088
"page:hat","Hat","page","item","item","https://oldschool.runescape.wiki/w/Hat",,,,,,0,12,0,16.5,0,9,0.00002690382053716503,0.00002436271913930712
"page:hat stand","Hat stand","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hat_stand","2004-03-29",,"false",,,0,25,0,48.5,0,19,0.00002690382053716503,0.00002436271913930712
"page:hats and scarves","Hats and scarves","page","article","article","https://oldschool.runescape.wiki/w/Hats_and_scarves",,,,,,0,5,0,13.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:hattori hanzo","Hattori Hanzo","page","article","article","https://oldschool.runescape.wiki/w/Hattori_Hanzo",,,,,,1,1,1,0.5,1,0,0.000027943286262298398,0.000025348826592744212
"page:hauberk","Hauberk","page","article","article","https://oldschool.runescape.wiki/w/Hauberk",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:haunted mine/quick guide","Haunted Mine/Quick guide","page","quest","quest|guide","https://oldschool.runescape.wiki/w/Haunted_Mine%2FQuick_guide",,,,,,0,7,0,6,0,5,0.00002690382053716503,0.00002436271913930712
"category:haunted mine","Haunted Mine","category",,,,,,,,,1,0,0.5,0,0,0,0.000028809507699909533,0.00002436271913930712
"page:hay bale","hay bale","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hay_bale",,,"false",,,4,15,10,14.5,4,11,0.00003773221477077167,0.000036384886973425875
"page:hay bale (scenery)","Hay bale (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hay_bale_(scenery)",,,"false",,,0,18,0,20,0,13,0.00002690382053716503,0.00002436271913930712
"page:haystack","haystack","page","scenery","scenery","https://oldschool.runescape.wiki/w/Haystack",,,"false",,,1,20,4,25.5,1,16,0.00003066799752625272,0.00002873381086370331
"page:hazeel","Hazeel","page","npc","npc","https://oldschool.runescape.wiki/w/Hazeel","2002-08-15",,"true",,,30,28,39,46,30,15,0.00008313950225461561,0.00008674941626316081
"page:hazeel cult","Hazeel Cult","page","quest","quest","https://oldschool.runescape.wiki/w/Hazeel_Cult","2002-08-15",,"true",,,30,36,115,95,29,32,0.0000863390364076712,0.0000854239890866119
"page:hazeel cult/quick guide","Hazeel Cult/Quick guide","page","quest","quest|guide","https://oldschool.runescape.wiki/w/Hazeel_Cult%2FQuick_guide",,,,,,2,15,2,14,2,13,0.00002782274924942721,0.000025280058226189158
"page:hazeel cultist","Hazeel Cultist","page","npc","npc","https://oldschool.runescape.wiki/w/Hazeel_Cultist","2002-08-15",,"true",,,8,36,8,66.5,8,28,0.000030310468026378666,0.000028038579803397746
"page:hazeel scroll","Hazeel scroll","page","item","item","https://oldschool.runescape.wiki/w/Hazeel_scroll","2002-08-15",,"true","false","false",7,38,10,65,7,29,0.00003104154236272402,0.000029002923326634396
"page:hazeel's mark","Hazeel's mark","page","item","item","https://oldschool.runescape.wiki/w/Hazeel's_mark","2002-08-15",,"true","false","true",5,28,5,42.5,5,15,0.000028938228103549158,0.00002648997129008159
"page:hazelmere","Hazelmere","page","npc","npc","https://oldschool.runescape.wiki/w/Hazelmere","2002-12-12",,"true",,,22,26,38,50,22,11,0.000053491014287085,0.00005292649906162813
"page:hazelmere's scroll","Hazelmere's scroll","page","item","item","https://oldschool.runescape.wiki/w/Hazelmere's_scroll","2004-03-29",,"true","false","false",12,29,12,44.5,12,20,0.0000347653114917593,0.00003386462438976932
"page:hd","HD","page","article","article","https://oldschool.runescape.wiki/w/HD",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:hdos","HDOS","page","article","article","https://oldschool.runescape.wiki/w/HDOS",,,,,,22,14,28,16,22,12,0.0000635478916808198,0.000059270230707529
"category:third-party clients","Third-party clients","category",,,,,,,,,3,0,1.5,0,0,0,0.000029617209407637617,0.00002436271913930712
"page:head","Head","page","article","article","https://oldschool.runescape.wiki/w/Head",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:head (disambiguation)","Head (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Head_(disambiguation)",,,,,,0,4,0,3.5,0,3,0.00002690382053716503,0.00002436271913930712
"page:head chef","Head chef","page","npc","npc","https://oldschool.runescape.wiki/w/Head_chef","2001-03-17",,"false",,,0,16,0,37.5,0,8,0.00002690382053716503,0.00002436271913930712
"page:head guard (fight arena)","Head Guard (Fight Arena)","page","npc","npc","https://oldschool.runescape.wiki/w/Head_Guard_(Fight_Arena)","2002-07-23",,"true",,,23,21,29,41.5,23,15,0.000042867335038499014,0.000040721722938109894
"page:head mourner","Head Mourner","page","npc","npc","https://oldschool.runescape.wiki/w/Head_Mourner","2002-08-27",,"true",,,16,30,16,45.5,16,22,0.00003609416053989591,0.00003373955769935485
"page:head slot table","Head slot table","page","article","article","https://oldschool.runescape.wiki/w/Head_slot_table",,,,,,112,8,118,7.5,112,7,0.00021063172641480631,0.00021524263896265726
"page:head slot table (f2p)","Head slot table (F2P)","page","article","article","https://oldschool.runescape.wiki/w/Head_slot_table_(F2P)",,,,,,6,11,6,10.5,6,10,0.000037062338415970464,0.00003398817048172164
"page:head thief","Head Thief","page","monster","monster","https://oldschool.runescape.wiki/w/Head_Thief","2002-05-28",,"true",,,0,25,0,36,0,19,0.00002690382053716503,0.00002436271913930712
"page:headband","Headband","page","item","item","https://oldschool.runescape.wiki/w/Headband",,,,,,1,7,1,8.5,1,4,0.00002801934472999108,0.000025398131965416066
"page:headless","Headless","page","article","article","https://oldschool.runescape.wiki/w/Headless",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:headless arrow","headless arrow","page","item","item|monster","https://oldschool.runescape.wiki/w/Headless_arrow","2002-03-25",,"true","true","false",20,29,47,57.5,20,16,0.00005136347810773907,0.00005213518435598171
"page:headquarters","Headquarters","page","article","article","https://oldschool.runescape.wiki/w/Headquarters",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:healer","Healer","page","article","article","https://oldschool.runescape.wiki/w/Healer",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:healers (disambiguation)","Healers (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Healers_(disambiguation)",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:heart","Heart","page","article","article","https://oldschool.runescape.wiki/w/Heart",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:heart (disambiguation)","Heart (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Heart_(disambiguation)",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:heart and mind","Heart and Mind","page","music","music","https://oldschool.runescape.wiki/w/Heart_and_Mind","2004-04-20",,"false",,,0,16,0,39.5,0,11,0.00002690382053716503,0.00002436271913930712
"page:heart crystal","Heart crystal","page","item","item","https://oldschool.runescape.wiki/w/Heart_crystal","2003-08-20",,"true","false","false",9,20,36,39,9,12,0.000050866168479395695,0.00004974617092886099
"page:heather (scenery)","Heather (scenery)","page","scenery","scenery","https://oldschool.runescape.wiki/w/Heather_(scenery)",,,"false",,,0,3,0,2,0,1,0.00002690382053716503,0.00002436271913930712
"page:heavy ranged weapons","Heavy Ranged weapons","page","article","article","https://oldschool.runescape.wiki/w/Heavy_ranged_weapons",,,,,,1,5,4,6.5,1,2,0.000034704859213238256,0.00003237594612343737
"page:heckel funch","Heckel Funch","page","npc","npc","https://oldschool.runescape.wiki/w/Heckel_Funch","2002-12-12",,"true",,,8,29,30,56.5,8,20,0.00004651293792759276,0.000051054775991921344
"page:hedge","Hedge","page","scenery","scenery","https://oldschool.runescape.wiki/w/Hedge",,,"true",,,2,11,5,10.5,2,7,0.000029727060778268,0.000026951251204579483
"page:hefin clan","Hefin Clan","page","article","article","https://oldschool.runescape.wiki/w/Hefin_Clan",,,,,,6,13,6,26.5,6,10,0.00003410516161735201,0.00003162690725000491
"page:hekala","Hekala","page","article","article","https://oldschool.runescape.wiki/w/Hekala",,,,,,2,11,5,20.5,2,6,0.000034636140007080465,0.00003416324728367074
"page:helemos","Helemos","page","npc","npc","https://oldschool.runescape.wiki/w/Helemos","2002-02-27",,"true",,,2,30,2,50.5,2,23,0.000028667343652500772,0.00002622546622841483
"page:hell","Hell","page","article","article","https://oldschool.runescape.wiki/w/Hell",,,,,,0,7,0,15.5,0,6,0.00002690382053716503,0.00002436271913930712
"page:hellhound","hellhound","page","monster","npc|monster","https://oldschool.runescape.wiki/w/Hellhound","2002-02-27",,"true",,,11,32,33,50.5,11,15,0.00006559115021999838,0.00006214669830372246
"category:content released in 2013","Content released in 2013","category",,,,,,,,,5,0,2.5,0,0,0,0.00003016798341181448,0.00002436271913930712
"category:witchaven dungeon","Witchaven Dungeon","category",,,,,,,,,4,0,2,0,0,0,0.000028519153651641055,0.00002436271913930712
"page:hellhound (disambiguation)","Hellhound (disambiguation)","page","article","article","https://oldschool.runescape.wiki/w/Hellhound_(disambiguation)",,,,,,0,3,0,5.5,0,2,0.00002690382053716503,0.00002436271913930712
"page:hellhound (interface item)","Hellhound (interface item)","page","item","item","https://oldschool.runescape.wiki/w/Hellhound_(interface_item)",,,"false","false","false",0,7,0,5.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:helm","Helm","page","article","article","https://oldschool.runescape.wiki/w/Helm",,,,,,8,4,29,3,8,2,0.00006049129936897029,0.00005714084693842213
"page:helmet","helmet","page","article","article","https://oldschool.runescape.wiki/w/Helmet",,,,,,2,7,8,15.5,2,6,0.000032240202783468134,0.000029973496500317984
"page:helmet shop.","Helmet Shop.","page","shop","shop","https://oldschool.runescape.wiki/w/Helmet_Shop.","2001-01-04",,"false",,,2,20,6,48,2,16,0.00002997313082881129,0.000027618926257575196
"page:helmet shops","Helmet shops","page","shop","shop","https://oldschool.runescape.wiki/w/Helmet_shops",,,,,,0,17,0,28.5,0,16,0.00002690382053716503,0.00002436271913930712
"page:hemenster","Hemenster","page","location","location","https://oldschool.runescape.wiki/w/Hemenster","2002-05-28",,"true",,,27,22,85,33,27,16,0.00008526937774558647,0.00008463311975760235
"page:hendry jamison","Hendry Jamison","page","article","article","https://oldschool.runescape.wiki/w/Hendry_Jamison",,,,,,0,2,0,1,0,0,0.00002690382053716503,0.00002436271913930712
"page:hengrad","Hengrad","page","npc","npc","https://oldschool.runescape.wiki/w/Hengrad","2002-07-23",,"true",,,19,23,19,46.5,19,17,0.000036077966910322845,0.00003357127896030247
"page:henryeta carnillean","Henryeta Carnillean","page","npc","npc","https://oldschool.runescape.wiki/w/Henryeta_Carnillean","2002-08-15",,"true",,,8,44,11,84.5,8,31,0.00003260851925559028,0.000030068999557129514
"page:heraldic armour","Heraldic armour","page","article","article","https://oldschool.runescape.wiki/w/Heraldic_armour",,,,,,0,5,0,10.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:heraldic armour (treasure trails)","Heraldic armour (Treasure Trails)","page","article","article","https://oldschool.runescape.wiki/w/Heraldic_armour_(Treasure_Trails)",,,,,,1,4,1,12.5,1,3,0.000029274541916854186,0.000026607046831852325
"page:heraldic crest","Heraldic crest","page","item","item","https://oldschool.runescape.wiki/w/Heraldic_crest",,,,,,0,1,0,0.5,0,0,0.00002690382053716503,0.00002436271913930712
"page:heraldic helmet (construction)","Heraldic helmet (Construction)","page","item","item","https://oldschool.runescape.wiki/w/Heraldic_helmet_(Construction)",,,,,,2,11,2,41,2,9,0.00003512821406313798,0.00003281125994212412
"page:heraldic kiteshield (construction)","Heraldic kiteshield (Construction)","page","item","item","https://oldschool.runescape.wiki/w/Heraldic_kiteshield_(Construction)",,,,,,8,11,17,41,8,9,0.000060378801181253926,0.00005737963134903912
"page:herb","herb","page","article","article","https://oldschool.runescape.wiki/w/Herb",,,,,,279,16,345,21,279,14,0.0005798000067019633,0.0005633605161429529
"page:herb bowl (animation item)","Herb bowl (animation item)","page","item","item","https://oldschool.runescape.wiki/w/Herb_bowl_(animation_item)","2004-03-29",,"false","false","false",2,10,2,16,2,3,0.00002878349728148016,0.000026385487043398168
"page:herb drop table/sources","Herb drop table/Sources","page","article","article","https://oldschool.runescape.wiki/w/Herb_drop_table%2FSources",,,,,,0,5,0,4.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:herb patch","Herb patch","page","article","article","https://oldschool.runescape.wiki/w/Herb_patch",,,,,,11,13,38,15,11,11,0.00005295055797974938,0.000051066198163501804
"page:herb patch/seeds","Herb patch/Seeds","page","article","article","https://oldschool.runescape.wiki/w/Herb_patch%2FSeeds",,,,,,0,7,0,6.5,0,6,0.00002690382053716503,0.00002436271913930712
"page:herbert dunwich","Herbert Dunwich","page","article","article","https://oldschool.runescape.wiki/w/Herbert_Dunwich",,,,,,0,5,0,10.5,0,4,0.00002690382053716503,0.00002436271913930712
"page:herbert spiccanspan","Herbert Spiccanspan","page","article","article","https://oldschool.runescape.wiki/w/Herbert_Spiccanspan",,,,,,0,6,0,8,0,4,0.00002690382053716503,0.00002436271913930712
"page:herbi flax","Herbi Flax","page","article","article","https://oldschool.runescape.wiki/w/Herbi_Flax",,,,,,4,7,7,8.5,4,4,0.00004262573967131379,0.00004455326095149739
"category:shades of mort'ton","Shades of Mort'ton","category",,,,,,,,,3,0,1.5,0,0,0,0.00003129334676656972,0.00002436271913930712
"category:mort'ton","Mort'ton","category",,,,,,,,,4,0,2,0,0,0,0.00003243675906421642,0.00002436271913930712
"page:herbiboar (interface item)","Herbiboar (interface item)","page","item","item","https://oldschool.runescape.wiki/w/Herbiboar_(interface_item)",,,"false","false","false",0,7,0,5.5,0,1,0.00002690382053716503,0.00002436271913930712
"page:herblore","Herblore","page","skill","skill","https://oldschool.runescape.wiki/w/Herblore","2002-02-27",,"true",,,534,21,941,36.5,501,18,0.0010911641731704822,0.0010978974253862041
"page:herblore level up!","Herblore Level Up!","page","music","music","https://oldschool.runescape.wiki/w/Herblore_Level_Up!","2004-03-29",,"true",,,0,11,0,16.5,0,6,0.00002690382053716503,0.00002436271913930712
"page:herblore level up! (unlocks)","Herblore Level Up! (Unlocks)","page","music","music","https://oldschool.runescape.wiki/w/Herblore_Level_Up!_(Unlocks)","2004-03-29",,"true",,,0,12,0,20.5,0,7,0.00002690382053716503,0.00002436271913930712
"page:herblore secondaries","Herblore secondaries","page","article","article","https://oldschool.runescape.wiki/w/Herblore_secondaries",,,,,,4,8,13,16.5,4,7,0.000051087552518270564,0.000054065383490726674
"page:herblore shops","Herblore shops","page","shop","shop","https://oldschool.runescape.wiki/w/Herblore_shops",,,,,,0,16,0,21,0,14,0.00002690382053716503,0.00002436271913930712
"page:herblore training","Herblore training","page","guide","guide","https://oldschool.runescape.wiki/w/Herblore_training",,,,,,0,19,0,26,0,15,0.00002690382053716503,0.00002436271913930712
"page:herblore/experience table","Herblore/Experience table","page","article","article","https://oldschool.runescape.wiki/w/Herblore%2FExperience_table",,,,,,0,9,0,11,0,7,0.00002690382053716503,0.00002436271913930712
"page:herblore/level up table","Herblore/Level up table","page","article","article","https://oldschool.runescape.wiki/w/Herblore%2FLevel_up_table",,,,,,1,12,1,11.5,1,11,0.00002810741242942472,0.000025513177834983726
"page:hermit","Hermit","page","music","music","https://oldschool.runescape.wiki/w/Hermit","2004-08-09",,"true",,,0,13,0,25.5,0,8,0.00002690382053716503,0.00002436271913930712
"page:hero","Hero","page","monster","monster","https://oldschool.runescape.wiki/w/Hero","2002-04-30",,"true",,,3,34,9,69,3,24,0.00003227912088163601,0.000029857498021053534
"page:heroes' guild","Heroes' Guild","page","location","location","https://oldschool.runescape.wiki/w/Heroes'_Guild","2002-02-27",,"true",,,12,26,42,46.5,12,19,0.00006618834466855826,0.00006613860579931987
"page:heroes' guild mine","Heroes' Guild mine","page","location","location","https://oldschool.runescape.wiki/w/Heroes'_Guild_mine","2002-02-27",,"true",,,1,28,1,49,1,22,0.00003191505913032614,0.000030054640510431593
"page:heroes' quest","Heroes' Quest","page","quest","quest","https://oldschool.runescape.wiki/w/Heroes'_Quest","2002-02-27",,"true",,,37,51,153,172.5,37,46,0.00012874481557817184,0.00013753567335364323
